nct_id,intervention_seq,intervention_type,intervention_name,description
NCT07220759,1,DRUG,Cagrilintide,Cagrilintide will be administered subcutaneously with a pen-injector as an adjunt to lifestyle intervention counselling.
NCT07220759,2,DRUG,Placebo (matched to Cagrilintide),Placebo matched to cagrilintide will be administered subcutaneously with a pen-injector as an adjunt to lifestyle intervention counselling.
NCT00092859,1,DRUG,MK0557,
NCT03650582,1,DRUG,Glucagon,Intranasal glucagon
NCT03650582,2,DRUG,Placebo,Intranasal placebo
NCT00994513,1,DIETARY_SUPPLEMENT,Alpha Lipoic Acid,1200 mg/day
NCT00994513,2,DIETARY_SUPPLEMENT,Placebo,1200 mg/day
NCT02857660,1,OTHER,Whole body Electromyostimulation (exercise),"1.5 x 20 min/week (e.g. each Tuesday and every second Friday) with bipolar current, 85 Hz, 360 µs, rectangular mode, intermittent with 4 sec of current and 4 s of rest."
NCT02857660,2,DIETARY_SUPPLEMENT,Protein,up to 1.5-1.7 g/kg bodymass/d of protein (whey protein)
NCT06728124,1,DRUG,GZR18,Used as specified in the protocol
NCT06728124,2,OTHER,Placebo,Administered the same volume as GZR18
NCT01812694,1,BEHAVIORAL,Enhanced standard care,Standard prenatal care plus education
NCT01812694,2,BEHAVIORAL,Intensive lifestyle intervention,Intervention to limit excess gestational weight gain
NCT00458081,1,DRUG,Rimonabant,20 mg once per day + slightly reduced calorie diet
NCT00458081,2,DRUG,Placebo,placebo once per day + slightly reduced calorie diet
NCT07571005,1,DRUG,NNC0487-0111,"NNC0487-0111 will be administered subcutaneously using PDS290 pre-filled pen-injectors to one of the body parts: thigh, abdomen or upper arm."
NCT07571005,2,DRUG,Placebo (matched to NNC0487-0111),"Placebo matched to NNC0487-0111 will be administered subcutaneously using PDS290 pre-filled pen-injectors to one of the body parts: thigh, abdomen or upper arm."
NCT06439277,1,DRUG,Tirzepatide,Administered SC
NCT06439277,2,DRUG,Placebo,Administered SC
NCT07284875,1,DRUG,Ribupatide,SC Injection
NCT07284875,2,DRUG,Placebo,SC Injection
NCT02492698,1,DIETARY_SUPPLEMENT,Probiotic group,"The 2 g of probiotic powder contained 0.1 g of Lactobacillus curvatus HY7601, 0.1 g of Lactobacillus plantarum KY1032, 1.24 g of crystalline cellulose, 0.5 g of lactose, and 0.06 g of blueberry-flavoring agent."
NCT02492698,2,DIETARY_SUPPLEMENT,Placebo group,"The 2 g of placebo powder contained 1.34 g of crystalline cellulose, 0.6 g of lactose, and 0.06 g of blueberry-flavoring agent."
NCT07035093,1,DRUG,Retatrutide,Administered SC
NCT07035093,2,DRUG,Placebo,Administered SC
NCT05872620,1,DRUG,Orforglipron,Administered orally
NCT05872620,2,DRUG,Placebo,Administered orally
NCT01180101,1,BEHAVIORAL,Diet and exercise,This group will follow a hypocaloric diet and supervised exercise training for 12 weeks.
NCT01180101,2,PROCEDURE,Bariatric Surgery,Patients will undergo bariatric surgery
NCT00796367,1,DRUG,VI-0521,7.5 mg phentermine and 46 mg topiramate
NCT00796367,2,DRUG,Placebo,placebo
NCT00796367,3,DRUG,VI-0521,15 mg phentermine and 92 mg topiramate
NCT02896192,1,DRUG,Setmelanotide,Once daily SC injection
NCT02896192,2,DRUG,Placebo,Once daily SC injection
NCT03924193,1,DRUG,Lisdexamfetamine Dimesylate,Participants randomly assigned to this arm will receive 12 weeks of LDX medication.
NCT03924193,2,BEHAVIORAL,Cognitive-Behavioral Therapy,Participants randomly assigned to this arm will receive 12 weeks of Cognitive-Behavioral Therapy
NCT03924193,3,OTHER,Combination LDX and Cognitive-Behavioral Therapy,Participants randomly assigned to this arm will receive 12 weeks of LDX and Cognitive-Behavioral Therapy
NCT00444964,1,DRUG,Nutropin AQ,0.0125 mg/kg/day
NCT00612599,1,DRUG,biphasic insulin aspart,
NCT07575399,1,DRUG,Maridebart Cafraglutide,Maridebart cafraglutide will be administered via subcutaneous (SC) injection.
NCT03986008,1,DRUG,Benaglutide,"The treatment of Benaglutide lasted three months.During the first week: 0.1mg per day;During the second week: 0.14mg per day; From third week onwards, 0.2mg per day."
NCT03986008,2,DRUG,Liraglutide,"The treatment of Liraglutide lasted three months.During the first week: 0.6mg per day;During the second week: 1.2mg per day; From third week onwards, 1.8mg per day."
NCT07481630,1,DRUG,NNC0487-0111,"NNC0487-0111 dose level 1 and dose level 2 will be administered subcutaneously using PDS290 pre-filled pen-injectors to one of the body parts: thigh, abdomen or upper arm."
NCT07481630,2,DRUG,Placebo (matched to NNC0487-0111 ),"Placebo matched to NNC0487-0111 will be administered subcutaneously using PDS290 pre-filled pen-injectors to one of the body parts: thigh, abdomen or upper arm."
NCT03918564,1,DEVICE,Laparoscopic Gastric Vest (LGV),"The Laparoscopic Gastric Vest (LGV), branded the ReShape Vest™, is a long-term, silastic, implantable system that is placed around the stomach to encompass the gastroesophageal junction to the Incisura Angularis.

The main materials used to make the LGV is Implant Grade Silicone (95%) and Barium Sulfate (5%).

The LGV is indicated for weight reduction for obese people with a Body Mass Index (BMI) between ≥35 kg/m2 and ≤55 kg/m2. It is indicated for use in adult patients (≥22 to ≤65 years) who have failed one or more conservative weight reduction alternative(s), such as supervised diet, exercise, and behavior modification program(s)."
NCT06934655,1,DRUG,Semaglutide 2.4 mg,"The dosing regimen will follow standard titration protocols, starting with a dose of 0.25 mg weekly for the first month, with gradual increases in dosage each month to a target dose of 2.4 mg weekly by the fifth month. To minimize the potential for side effects impacting daily activities, youth in the semaglutide group will be instructed to administer the medication weekly on Fridays."
NCT06937099,1,DRUG,Mirikizumab,Administered IV
NCT06937099,2,DRUG,Mirikizumab,Administered SC
NCT06937099,3,DRUG,Tirzepatide,Administered SC
NCT06937099,4,DRUG,Placebo,Administered SC
NCT01944098,1,DRUG,Lidocaine,
NCT01944098,2,DRUG,Placebo,
NCT07668414,1,DRUG,Zenagamtide,"Zenagamtide will be administered subcutaneously using pre-filled pen-injectors to one of the body parts: thigh, abdomen or upper arm."
NCT07668414,2,DRUG,Semaglutide,"Semaglutide will be administered subcutaneously using pre-filled pen-injectors to one of the body parts: thigh, abdomen or upper arm."
NCT07668414,3,DRUG,Placebo (matched to semaglutide),"Placebo matched to semaglutide will be administered subcutaneously using pre-filled pen-injectors to one of the body parts: thigh, abdomen or upper arm."
NCT07668414,4,DRUG,Placebo (matched to zenagamtide),"Placebo matched to zenagamtide will be administered subcutaneously using pre-filled pen-injectors to one of the body parts: thigh, abdomen or upper arm."
NCT04657016,1,DRUG,Tirzepatide,Administered SC
NCT04657016,2,OTHER,Placebo,Administered SC
NCT00856609,1,DRUG,Byetta (exenatide),Exenatide is an injectable medication
NCT00856609,2,BEHAVIORAL,Weight loss,Because response to weight loss
NCT00856609,3,OTHER,Metabolic Chamber,The subject stays in the small room
NCT00856609,4,DRUG,Placebo,
NCT00799643,1,DRUG,Salsalate,"Salsalate 3.5 g/d orally, divided dosing"
NCT00799643,2,DRUG,Salsalate Placebo,
NCT00283816,1,DRUG,Metformin,Metformin 500 mg. tabs 2 tabs BID for duration of study
NCT00283816,2,DRUG,Oral Contraceptive Pill,"Yasmin, drospirenone and ethinyl estradiol 28 tablets

1 tab daily for duration of study"
NCT00283816,3,BEHAVIORAL,Lifestyle Management Program,"Subjects and a parent/guardian will participate in a series of classes for training in diet, exercise \& behavior modification skills on a regular weekly basis over the 24 week study"
NCT00283816,4,BEHAVIORAL,Quality of Life Questionnaire,"Quality of Life questionnaire designed for women with Polycystic Ovary Syndrome. Questions concern health and health related issues Performed twice during study, at baseline and conclusion"
NCT00283816,5,PROCEDURE,Oral Glucose Tolerance Test,"Insulin response to a glucose challenge in an oral glucose tolerance test (OGTT), as measured by area under the curve (AUC). In this study we will administer an OGTT and calculate the AUC as a measure of insulin resistance.

Performed twice during study, at baseline and conclusion"
NCT00283816,6,PROCEDURE,Blood work,"Initial and conclusion blood draws include; comprehensive metabolic profile, CBC and platelet,hormonal assessment and lipids."
NCT00283816,7,PROCEDURE,Abdominal Ultra Sound,"transabdominal transducer, which contains integrated software for volume calculation will be used to assess ovarian volume.

Performed twice during study, at baseline and conclusion"
NCT00283816,8,PROCEDURE,Dual-energy x-ray absorptiometry (DEXA scan),"Dual-energy x-ray absorptiometry (DEXA) will be used to assess percent body fat Performed twice during study, at baseline and conclusion"
NCT00283816,9,DRUG,placebo,"placebo capsules, two capsules BID"
NCT06047548,1,DRUG,Tirzepatide,Administered SC
NCT06047548,2,DRUG,Placebo,Administered SC
NCT07292441,1,DRUG,GZR18 injection,Used as specified in the protocol
NCT07292441,2,OTHER,Placebo,Administered the same volume as GZR18
NCT03047005,1,DRUG,NB medication (Naltrexone Bupropion combination),NB medication
NCT03047005,2,OTHER,Placebo,Placebo
NCT07150975,1,DRUG,GZR18,Administered SC
NCT07150975,2,DRUG,Semaglutide(Wegovy® ),Administered SC
NCT03552757,1,DRUG,Semaglutide 1.0 mg,"Subcutaneous (s.c.) injections of semaglutide once weekly at an escalating doses (0.25 mg/week, 0.5 mg/week, 1.0 mg mg/week). The dose will be escalated to next level every 4 weeks."
NCT03552757,2,DRUG,Semaglutide 2.4 mg,"Subcutaneous injections of semaglutide once weekly at an escalating doses (0.25 mg/week, 0.5 mg/week, 1.0 mg mg/week, 1.7 mg/week and 2.4 mg/week). The dose will be escalated to next level every 4 weeks."
NCT03552757,3,DRUG,Placebo I (Semaglutide),"S.c. injections of placebo once weekly at a similar dose escalation manner as semaglutide 2.4 mg (placebo matched to semaglutide 0.25 mg/week, 0.5 mg/week, 1.0 mg mg/week, 1.7 mg/week and 2.4 mg/week). The dose will be escalated to next level every 4 weeks."
NCT03552757,4,DRUG,Placebo II (Semaglutide),"S.c. injections of placebo once weekly at a similar dose escalation manner as semaglutide 1.0 mg (placebo matched to semaglutide 0.25 mg/week, 0.5 mg/week, 1.0 mg mg/week). The dose will be escalated to next level every 4 weeks."
NCT00661245,1,DEVICE,TOGA,Transoral Gastroplasty (TOGA®) System for gastric stapling.
NCT00661245,2,DEVICE,Control,The control device (bougie dilator) is a FDA-cleared (Class II) device.
NCT06672939,1,DRUG,Orforglipron,Administered orally
NCT06672939,2,DRUG,Placebo,Administered orally
NCT02514629,1,DRUG,Placebo,
NCT02514629,2,DRUG,Metformin,
NCT02514629,3,DRUG,Testosterone Undecanoate,
NCT02514629,4,DRUG,Metformin + Testosterone Undecanoate,
NCT06423729,1,DRUG,Nicorandil 10 MG,"Patients will receive oral Nicorandil 10 MG twice daily in addition to 2nd generation sulfonylureas , for 3 months."
NCT00414167,1,DRUG,bupropion,300 mg per day for 8 weeks
NCT00414167,2,OTHER,Placebo,Placebo
NCT06839664,1,DRUG,HS-20094 injection,Administered SC
NCT06839664,2,DRUG,Placebo injection,Administered SC
NCT06077864,1,COMBINATION_PRODUCT,survodutide,"once weekly subcutaneous injection, pre-filled syringe"
NCT06077864,2,COMBINATION_PRODUCT,Placebo,"once weekly subcutaneous injection, pre-filled syringe"
NCT00942097,1,DRUG,"Sulph, Puls, Lyc, Lack t, Con, Sep, Nux v, Calc c, Phos","CH 12 preparation, 6 drops, twice a day, 4 days per week, until the end of pregnancy. One medication per appointment."
NCT00942097,2,DRUG,Homeopathy and Nutritional oriented diet,"Homeopathy 6 drops twice a day 4 days per week, active and placebo and Balanced nutritional oriented diet for both groups."
NCT07153471,1,DRUG,Orforglipron,Administered orally
NCT07153471,2,DRUG,Placebo,Administered orally
NCT01858948,1,DRUG,Omega,Omega-3 supplements
NCT01858948,2,DRUG,Placebo,Similar in shape and color to Omega supplements
NCT01858948,3,DRUG,Quetiapine fumarate,"Prior to randomization to Omega/placebo, patients were started on 100 mg BID of quetiapine, and the dose adjusted based on tolerability and response. The quetiapine target dose is 400-600 mg."
NCT03671733,1,DRUG,Liraglutide,"The treatment of Liraglutide lasted three months,During the first week: 0.6mg per day, subcutaneous injection;During the second week: 1.2mg per day, subcutaneous injection; From third week onwards, 1.8mg per day, subcutaneous injection."
NCT03671733,2,DRUG,Exenatide,10mcg once a day for 4 weeks increased to 10mcg twice a day for 8 weeks.
NCT03671733,3,DRUG,Exenatide Microspheres for Injection,Exenatide 2 mg injection once weekly for 12 weeks.
NCT07202884,1,DRUG,Orforglipron,Administered orally
NCT07202884,2,DRUG,Placebo,Administered orally
NCT01233349,1,DEVICE,Litramine,"2 tablets 3 times daily (oral consumption, 30 minutes after meal)"
NCT01233349,2,DEVICE,Placebo,"2 tablets 3 times daily (oral consumption, 30 minutes after meal)"
NCT01768481,1,DRUG,Atorvastatin,10 mg Atorvastatin vs placebo daily in a randomized controlled trial for one year
NCT01768481,2,DRUG,sugar pill,placebo controlled arm receives similarly looking placebo.
NCT04184622,1,DRUG,Tirzepatide,Administered SC
NCT04184622,2,DRUG,Placebo,Administered SC
NCT06828861,1,DRUG,Placebo,"200 mg BID (twice per day) for 1 week, 400 mg BID for 1 week, 800 mg BID for 10 weeks"
NCT06828861,2,DRUG,ARD-101,"200 mg BID (twice per day) for 1 week, 400 mg BID for 1 week, 800 mg BID for 10 weeks"
